Member_ID,Last_Name,First_Name,Middle,State,Party
G000410,Green,Gene,NaN,Texas,Democratic
G000545,Green,Mark,NaN,Wisconsin,Republican
G000590,Green,Mark,E.,Tennessee,Republican
G000417,Green,S.,NaN,New York,Republican
G000420,Green,William,J.,Pennsylvania,Democratic
G000439,Greenwood,James,C.,Pennsylvania,Republican
G000445,Gregg,Judd,NaN,New Hampshire,Republican
G000465,Griffin,Robert,P.,Michigan,Republican
G000567,Griffin,Tim,NaN,Arkansas,Republican
G000568,Griffith,H.,Morgan,Virginia,Republican
G000557,Griffith,Parker,NaN,Alabama,Republican
G000471,Griffiths,Martha,W.,Michigan,Democratic
G000551,Grijalva,Raul,M.,Arizona,Democratic
G000569,Grimm,Michael,NaN,New York,Republican
G000480,Grisham,Wayne,R.,California,Republican
G000495,Gross,H.,R.,Iowa,Republican
G000499,Grotberg,John,E.,Illinois,Republican
G000576,Grothman,Glenn,NaN,Wisconsin,Republican
G000504,Grover,James,NaN,New York,Republican
G000547,Grucci,Felix,NaN,New York,Republican
G000511,Guarini,Frank,NaN,New Jersey,Democratic
G000512,Gubser,Charles,S.,California,Republican
G000513,Gude,Gilbert,NaN,Maryland,Republican
G000515,Gudger,V.,NaN,North Carolina,Democratic
G000591,Guest,Michael,NaN,Mississippi,Republican
G000570,Guinta,Frank,NaN,New Hampshire,Republican
G000524,Gunderson,Steve,NaN,Wisconsin,Republican
G000528,Gunter,Bill,NaN,Florida,Democratic
G000531,Gurney,Edward,J.,Florida,Republican
G000558,Guthrie,Brett,NaN,Kentucky,Republican
G000535,Gutierrez,Luis,V.,Illinois,Democratic
G000536,Gutknecht,Gil,NaN,Minnesota,Republican
G000537,Guyer,Tennyson,NaN,Ohio,Republican
H001080,Haaland,Debra,NaN,New Mexico,Democratic
H001049,Hagan,Kay,NaN,North Carolina,Democratic
H001088,Hagedorn,Jim,NaN,Minnesota,Republican
H000012,Hagedorn,Thomas,M.,Minnesota,Republican
H001028,Hagel,Chuck,NaN,Nebraska,Republican
H001063,Hahn,Janice,NaN,California,Democratic
H000041,Haley,James,A.,Florida,Democratic
H001039,Hall,John,NaN,New York,Democratic
H000058,Hall,Katie,NaN,Indiana,Democratic
H000067,Hall,Ralph,M.,Texas,Republican
H000070,Hall,Sam,Jr.,Texas,Democratic
H000073,Hall,Tim,L.,Illinois,Democratic
H000074,Hall,Tony,P.,Ohio,Democratic
H001044,Halvorson,Deborah,L.,Illinois,Democratic
H000096,Hamburg,Dan,NaN,California,Democratic
H000114,Hamilton,Lee,H.,Indiana,Democratic
H000124,Hammerschmidt,John,P.,Arkansas,Republican
H001050,Hanabusa,Colleen,NaN,Hawaii,Democratic
H000144,Hance,Kent,R.,Texas,Democratic
H000151,Hancock,Mel,NaN,Missouri,Republican
H001078,Handel,Karen,C.,Georgia,Republican
H000158,Hanley,James,NaN,New York,Democratic
H001051,Hanna,Richard,NaN,New York,Republican
H000164,Hanna,Richard,T.,California,Democratic
H000166,Hannaford,Mark,W.,California,Democratic
H000168,Hanrahan,Robert,P.,Illinois,Republican
H000170,Hansen,Clifford,P.,Wyoming,Republican
H000171,Hansen,George,V.,Idaho,Republican
H000172,Hansen,James,V.,Utah,Republican
H000174,Hansen,Julia,Butler,Washington,Democratic
H000175,Hansen,Orval,NaN,Idaho,Republican
H001090,Harder,Josh,NaN,California,Democratic
H001070,Hardy,Cresent,NaN,Nevada,Republican
H001040,Hare,Phil,NaN,Illinois,Democratic
H000206,Harkin,Tom,NaN,Iowa,Democratic
H000213,Harman,Jane,NaN,California,Democratic
H001045,Harper,Gregg,NaN,Mississippi,Republican
H000230,Harrington,Michael,J.,Massachusetts,Democratic
H001052,Harris,Andy,NaN,Maryland,Republican
H000236,Harris,Claude,NaN,Alabama,Democratic
H000241,Harris,Herbert,II,Virginia,Democratic
H001075,Harris,Kamala,D.,California,Democratic
H001035,Harris,Katherine,NaN,Florida,Republican
H000269,Harrison,Frank,NaN,Pennsylvania,Democratic
H000281,Harsha,William,H.,Ohio,Republican
H000287,Hart,Gary,W.,Colorado,Democratic
H001033,Hart,Melissa,A.,Pennsylvania,Republican
H000291,Hart,Philip,A.,Michigan,Democratic
H000297,Hartke,Vance,NaN,Indiana,Democratic
H000302,Hartnett,Thomas,NaN,South Carolina,Republican
H001053,Hartzler,Vicky,NaN,Missouri,Republican
H000306,Harvey,James,NaN,Michigan,Republican
H000317,Haskell,Floyd,K.,Colorado,Democratic
H001076,Hassan,Margaret,NaN,New Hampshire,Democratic
H000323,Hastert,J.,Dennis,Illinois,Republican
H000324,Hastings,Alcee,L.,Florida,Democratic
H000329,Hastings,Doc,NaN,Washington,Republican
H000327,Hastings,James,NaN,New York,Republican
H000338,Hatch,Orrin,G.,Utah,Republican
H000340,Hatcher,Charles,NaN,Georgia,Democratic
H000343,Hatfield,Mark,O.,Oregon,Republican
H000344,Hatfield,Paul,NaN,Montana,Democratic
H000346,Hathaway,William,D.,Maine,Democratic
H000367,Hawkins,Augustus,F.,California,Democratic
H000374,Hawkins,Paula,NaN,Florida,Republican
H001089,Hawley,Josh,NaN,Missouri,Republican
H000384,Hayakawa,Samuel,Ichiye,California,Republican
H000388,Hayes,Charles,A.,Illinois,Democratic
H001081,Hayes,Jahana,NaN,Connecticut,Democratic
H000390,Hayes,James,A.,Louisiana,Republican
H000392,Hayes,Philip,H.,Indiana,Democratic
H001029,Hayes,Robin,NaN,North Carolina,Republican
H000408,Hays,Wayne,L.,Ohio,Democratic
H000413,Hayworth,J.,D.,Arizona,Republican
H001054,Hayworth,Nan,NaN,New York,Republican
H000437,Hebert,F.,Edward,Louisiana,Democratic
H000438,Hechler,Ken,NaN,West Virginia,Democratic
H000439,Hecht,Chic,NaN,Nevada,Republican
H001064,Heck,Denny,NaN,Washington,Democratic
H001055,Heck,Joseph,J.,Nevada,Republican
H000440,Heckler,Margaret,M.,Massachusetts,Republican
H000444,Hefley,Joel,NaN,Colorado,Republican
H000445,Heflin,Howell,NaN,Alabama,Democratic
H000448,Hefner,W.,NaN,North Carolina,Democratic
H000449,Heftel,Cecil,NaN,Hawaii,Democratic
H000452,Heineman,Frederick,NaN,North Carolina,Republican
H001046,Heinrich,Martin,NaN,New Mexico,Democratic
H000456,Heinz,John,NaN,Pennsylvania,Republican
H001069,Heitkamp,Heidi,NaN,North Dakota,Democratic
H001041,Heller,Dean,NaN,Nevada,Republican
H000463,Helms,Jesse,NaN,North Carolina,Republican
H000465,Helstoski,Henry,NaN,New Jersey,Democratic
H000479,Henderson,David,NaN,North Carolina,Democratic
H000490,Hendon,Bill,NaN,North Carolina,Republican
H000514,Henry,Paul,B.,Michigan,Republican
H001036,Hensarling,Jeb,NaN,Texas,Republican
H000528,Herger,Wally,NaN,California,Republican
H001082,Hern,Kevin,NaN,Oklahoma,Republican
H001056,Herrer,"Beutler,",Jaime,Washington,Republican
H001037,Herset,"Sandlin,",NaN,South Dakota,Democratic
H000547,Hertel,Dennis,M.,Michigan,Democratic
H001071,Hice,Jody,B.,Georgia,Republican
H000563,Hicks,Floyd,V.,Washington,Democratic
H001038,Higgins,Brian,NaN,New York,Democratic
H001077,Higgins,Clay,NaN,Louisiana,Republican
H000582,Hightower,Jack,E.,Texas,Democratic
H000586,Hiler,John,Patrick,Indiana,Republican
H001030,Hill,Baron,P.,Indiana,Democratic
H001072,Hill,J.,French,Arkansas,Republican
H001087,Hill,Katie,NaN,California,Democratic
H000605,Hill,Rick,NaN,Montana,Republican
H000615,Hilleary,Van,NaN,Tennessee,Republican
H000621,Hilliard,Earl,F.,Alabama,Democratic
H000624,Hillis,Elwood,H.,Indiana,Republican
H001047,Himes,James,A.,Connecticut,Democratic
H000627,Hinchey,Maurice,NaN,New York,Democratic
H000636,Hinojosa,Ruben,NaN,Texas,Democratic
H000638,Hinshaw,Andrew,J.,California,Republican
H000641,Hinson,Jon,C.,Mississippi,Republican
H001042,Hirono,Mazie,K.,Hawaii,Democratic
H000652,Hoagland,Peter,NaN,Nebraska,Democratic
H000666,Hobson,David,L.,Ohio,Republican
H000670,Hochbrueckner,George,NaN,New York,Democratic
H001062,Hochul,Kathleen,NaN,New York,Democratic
H001043,Hodes,Paul,NaN,New Hampshire,Democratic
H000675,Hodges,"Kaneaster,",Jr.,Arkansas,Democratic
H001031,Hoeffel,Joseph,M.,Pennsylvania,Democratic
H000676,Hoekstra,Peter,NaN,Michigan,Republican
H001061,Hoeven,John,NaN,North Dakota,Republican
H000692,Hogan,Lawrence,J.,Maryland,Republican
H000707,Hoke,Martin,R.,Ohio,Republican
H000712,Holden,Tim,NaN,Pennsylvania,Democratic
H001065,Holding,George,NaN,North Carolina,Republican
H000713,Holifield,Chet,NaN,California,Democratic
H000719,Holland,Kenneth,NaN,South Carolina,Democratic
H000722,Hollenbeck,Harold,NaN,New Jersey,Republican
H000725,Hollings,Ernest,NaN,South Carolina,Democratic
H001074,Hollingsworth,Trey,NaN,Indiana,Republican
H000729,Holloway,Clyde,NaN,Louisiana,Republican
H000747,Holt,Marjorie,S.,Maryland,Republican
H001032,Holt,Rush,NaN,New Jersey,Democratic
H000752,Holtzman,Elizabeth,NaN,New York,Democratic
H001034,Honda,Michael,M.,California,Democratic
H000762,Hooley,Darlene,NaN,Oregon,Democratic
H000776,Hopkins,Larry,J.,Kentucky,Republican
H000788,Horn,Joan,Kelly,Missouri,Democratic
H001083,Horn,Kendra,S.,Oklahoma,Democratic
H000789,Horn,Stephen,NaN,California,Republican
H001066,Horsford,Steven,NaN,Nevada,Democratic
H000797,Horton,Frank,NaN,New York,Republican
H000802,Hosmer,Craig,NaN,California,Republican
H000807,Hostettler,John,N.,Indiana,Republican
H000814,Houghton,Amo,NaN,New York,Republican
H001085,Houlahan,Chrissy,NaN,Pennsylvania,Democratic
H000840,Howard,James,NaN,New Jersey,Democratic
H000851,Howe,Allan,NaN,Utah,Democratic
H000874,Hoyer,Steny,H.,Maryland,Democratic
H000875,Hruska,Roman,L.,Nebraska,Republican
H000878,Hubbard,"Carroll,",Jr.,Kentucky,Democratic
H000897,Huber,Robert,J.,Michigan,Republican
H000901,Huckaby,Thomas,(Jerry),Louisiana,Democratic
H000905,Huddleston,Walter,(Dee),Kentucky,Democratic
H000906,Hudnut,William,III,Indiana,Republican
H001067,Hudson,Richard,NaN,North Carolina,Republican
H001057,Huelskamp,Tim,NaN,Kansas,Republican
H000912,Huffington,Michael,NaN,California,Republican
H001068,Huffman,Jared,NaN,California,Democratic
H000922,Hughes,Harold,E.,Iowa,Democratic
H000930,Hughes,William,NaN,New Jersey,Democratic
H001058,Huizenga,Bill,NaN,Michigan,Republican
H000948,Hulshof,Kenny,C.,Missouri,Republican
H001059,Hultgren,Randy,NaN,Illinois,Republican
H000951,Humphrey,Gordon,NaN,New Hampshire,Republican
H000953,Humphrey,Hubert,H.,Minnesota,Democratic
H000956,Humphrey,Muriel,NaN,Minnesota,Democratic
H000965,Hungate,William,L.,Missouri,Democratic
H000972,Hunt,John,NaN,New Jersey,Republican
H000981,Hunter,Duncan,NaN,California,Republican
H001048,Hunter,Duncan,D.,California,Republican
H001073,Hurd,Will,NaN,Texas,Republican
H001060,Hurt,Robert,NaN,Virginia,Republican
H001014,Hutchinson,Asa,NaN,Arkansas,Republican
H001011,Hutchinson,Edward,NaN,Michigan,Republican
H001013,Hutchinson,John,NaN,West Virginia,Democratic
H001015,Hutchinson,Tim,NaN,Arkansas,Republican
H001016,Hutchison,Kay,Bailey,Texas,Republican
H001018,Hutto,Earl,NaN,Florida,Democratic
H001022,Hyde,Henry,J.,Illinois,Republican
H001079,Hyde-Smith,Cindy,NaN,Mississippi,Republican
I000001,Ichord,Richard,H.,Missouri,Democratic
I000023,Inglis,Bob,NaN,South Carolina,Republican
I000024,Inhofe,James,M.,Oklahoma,Republican
I000025,Inouye,Daniel,K.,Hawaii,Democratic
I000026,Inslee,Jay,NaN,Washington,Democratic
I000029,Ireland,Andrew,P.,Florida,Republican
I000055,Isakson,Johnny,NaN,Georgia,Republican
I000057,Israel,Steve,NaN,New York,Democratic
I000056,Issa,Darrell,E.,California,Republican
I000047,Istook,Ernest,Jr.,Oklahoma,Republican
J000032,Jackso,"Lee,",Sheila,Texas,Democratic
J000013,Jackson,Henry,M.,Washington,Democratic
J000283,Jackson,Jesse,Jr.,Illinois,Democratic
J000033,Jacobs,"Andrew,",Jr.,Indiana,Democratic
J000020,Jacobs,Chris,NaN,New York,Republican
J000047,James,Craig,T.,Florida,Republican
J000286,Janklow,William,NaN,South Dakota,Republican
J000057,Jarman,John,NaN,Oklahoma,Democratic
J000064,Javits,Jacob,NaN,New York,Republican
J000298,Jayapal,Pramila,NaN,Washington,Democratic
J000070,Jefferson,William,J.,Louisiana,Democratic
J000072,Jeffords,James,M.,Vermont,Independent
J000294,Jeffries,Hakeem,NaN,New York,Democratic
J000074,Jeffries,Jim,NaN,Kansas,Republican
J000083,Jenkins,Edgar,L.,Georgia,Democratic
J000297,Jenkins,Evan,NaN,West Virginia,Republican
J000290,Jenkins,Lynn,NaN,Kansas,Republican
J000082,Jenkins,William,L.,Tennessee,Republican
J000099,Jenrette,John,NaN,South Carolina,Democratic
J000101,Jepsen,Roger,W.,Iowa,Republican
J000287,Jindal,Bobby,NaN,Louisiana,Republican
J000291,Johanns,Mike,NaN,Nebraska,Republican
J000110,John,Christopher,NaN,Louisiana,Democratic
J000115,Johnson,Albert,W.,Pennsylvania,Republican
J000292,Johnson,Bill,NaN,Ohio,Republican
J000120,Johnson,Don,NaN,Georgia,Democratic
J000301,Johnson,Dusty,NaN,South Dakota,Republican
J000126,Johnson,Eddie,Bernice,Texas,Democratic
J000135,Johnson,Harold,T.,California,Democratic
J000288,Johnson,Henry,Jr.,Georgia,Democratic
J000148,Johnson,James,(Jim),Colorado,Republican
J000149,Johnson,Jay,W.,Wisconsin,Democratic
J000299,Johnson,Mike,NaN,Louisiana,Republican
J000163,Johnson,Nancy,L.,Connecticut,Republican
J000293,Johnson,Ron,NaN,Wisconsin,Republican
J000174,Johnson,Sam,NaN,Texas,Republican
J000177,Johnson,Tim,NaN,South Dakota,Democratic
J000285,Johnson,Timothy,V.,Illinois,Republican
J000200,Johnston,Eugene,NaN,North Carolina,Republican
J000187,Johnston,Harry,NaN,Florida,Democratic
J000189,Johnston,J.,Bennett,Louisiana,Democratic
J000296,Jolly,David,W.,Florida,Republican
J000211,Jones,Ben,NaN,Georgia,Democratic
J000303,Jones,Brenda,NaN,Michigan,Democratic
J000300,Jones,Doug,NaN,Alabama,Democratic
J000216,Jones,Ed,NaN,Tennessee,Democratic
J000232,Jones,James,R.,Oklahoma,Democratic
J000248,Jones,Robert,Jr.,Alabama,Democratic
J000284,Jones,Stephanie,Tubbs,Ohio,Democratic
J000256,Jones,Walter,NaN,North Carolina,Democratic
J000255,Jones,Walter,NaN,North Carolina,Republican
J000265,Jontz,Jim,NaN,Indiana,Democratic
J000266,Jordan,Barbara,NaN,Texas,Democratic
J000289,Jordan,Jim,NaN,Ohio,Republican
J000295,Joyce,David,P.,Ohio,Republican
J000302,Joyce,John,NaN,Pennsylvania,Republican
K000365,Kagen,Steve,NaN,Wisconsin,Democratic
K000384,Kaine,Tim,NaN,Virginia,Democratic
K000008,Kanjorski,Paul,E.,Pennsylvania,Democratic
K000009,Kaptur,Marcy,NaN,Ohio,Democratic
K000011,Karnes,David,K.,Nebraska,Republican
K000014,Karth,Joseph,E.,Minnesota,Democratic
K000016,Kasich,John,R.,Ohio,Republican
K000017,Kassebaum,Nancy,Landon,Kansas,Republican
K000019,Kasten,Robert,Jr.,Wisconsin,Republican
K000020,Kastenmeier,Robert,W.,Wisconsin,Democratic
K000386,Katko,John,NaN,New York,Republican
K000373,Kaufman,Edward,E.,Delaware,Democratic
K000025,Kazen,"Abraham,",Jr.,Texas,Democratic
K000037,Keating,William,J.,Ohio,Republican
K000375,Keating,William,R.,Massachusetts,Democratic
K000395,Keller,Fred,NaN,Pennsylvania,Republican
K000361,Keller,Ric,NaN,Florida,Republican
K000376,Kelly,Mike,NaN,Pennsylvania,Republican
K000077,Kelly,Richard,NaN,Florida,Republican
K000385,Kelly,Robin,L.,Illinois,Democratic
K000078,Kelly,Sue,NaN,New York,Republican
K000388,Kelly,Trent,NaN,Mississippi,Republican
K000086,Kemp,Jack,NaN,New York,Republican
K000088,Kempthorne,Dirk,NaN,Idaho,Republican
K000105,Kennedy,Edward,M.,Massachusetts,Democratic
K000393,Kennedy,John,NaN,Louisiana,Republican
K000110,Kennedy,Joseph,II,Massachusetts,Democratic
K000379,Kennedy,Joseph,III,Massachusetts,Democratic
K000358,Kennedy,Mark,R.,Minnesota,Republican
K000113,Kennedy,Patrick,NaN,Rhode Island,Democratic
K000118,Kennelly,Barbara,B.,Connecticut,Democratic
K000359,Kerns,Brian,D.,Indiana,Republican
K000146,Kerrey,J.,Robert,Nebraska,Democratic
K000148,Kerry,John,F.,Massachusetts,Democratic
K000153,Ketchum,William,M.,California,Republican
K000162,Keys,Martha,E.,Kansas,Democratic
K000389,Khanna,Ro,NaN,California,Democratic
K000390,Kihuen,Ruben,J.,Nevada,Democratic
K000172,Kildee,Dale,E.,Michigan,Democratic
K000380,Kildee,Daniel,T.,Michigan,Democratic
K000381,Kilmer,Derek,NaN,Washington,Democratic
K000180,Kilpatrick,Carolyn,C.,Michigan,Democratic
K000372,Kilroy,Mary,Jo,Ohio,Democratic
K000394,Kim,Andy,NaN,New Jersey,Democratic
K000181,Kim,Jay,NaN,California,Republican
K000188,Kind,Ron,NaN,Wisconsin,Democratic
K000190,Kindness,Thomas,N.,Ohio,Republican
K000383,King,Angus,Jr.,Maine,Independent
K000195,King,Carleton,NaN,New York,Republican
K000210,King,Peter,NaN,New York,Republican
K000362,King,Steve,NaN,Iowa,Republican
K000220,Kingston,Jack,NaN,Georgia,Republican
K000378,Kinzinger,Adam,NaN,Illinois,Republican
K000360,Kirk,Mark,Steven,Illinois,Republican
K000374,Kirk,Paul,Jr.,Massachusetts,Democratic
K000368,Kirkpatrick,Ann,NaN,Arizona,Democratic
K000369,Kissell,Larry,NaN,North Carolina,Democratic
K000259,Kleczka,Gerald,D.,Wisconsin,Democratic
K000262,Klein,Herbert,NaN,New Jersey,Democratic
K000366,Klein,Ron,NaN,Florida,Democratic
K000363,Kline,John,NaN,Minnesota,Republican
K000270,Klink,Ron,NaN,Pennsylvania,Democratic
K000367,Klobuchar,Amy,NaN,Minnesota,Democratic
K000273,Kluczynski,John,C.,Illinois,Democratic
K000274,Klug,Scott,L.,Wisconsin,Republican
K000387,Knight,Stephen,NaN,California,Republican
K000288,Knollenberg,Joe,NaN,Michigan,Republican
K000302,Koch,Edward,NaN,New York,Democratic
K000304,Kogovsek,Ray,NaN,Colorado,Democratic
K000305,Kohl,Herb,NaN,Wisconsin,Democratic
K000306,Kolbe,Jim,NaN,Arizona,Republican
K000307,Kolter,Joseph,P.,Pennsylvania,Democratic
K000309,Konnyu,Ernest,L.,California,Republican
K000312,Kopetski,Mike,NaN,Oregon,Democratic
K000370,Kosmas,Suzanne,M.,Florida,Democratic
K000319,Kostmayer,Peter,H.,Pennsylvania,Democratic
K000322,Kramer,Ken,NaN,Colorado,Republican
K000371,Kratovil,"Frank,",Jr.,Maryland,Democratic
K000325,Krebs,John,H.,California,Democratic
K000328,Kreidler,Mike,NaN,Washington,Democratic
K000391,Krishnamoorthi,Raja,NaN,Illinois,Democratic
K000333,Krueger,Robert,C.,Texas,Democratic
K000336,Kucinich,Dennis,J.,Ohio,Democratic
K000364,Kuhl,John,NaN,New York,Republican
K000382,Kuster,Ann,NaN,New Hampshire,Democratic
K000392,Kustoff,David,NaN,Tennessee,Republican
K000348,Kuykendall,Dan,H.,Tennessee,Republican
K000357,Kuykendall,Steven,T.,California,Republican
K000352,Kyl,Jon,NaN,Arizona,Republican
K000356,Kyros,Peter,N.,Maine,Democratic
L000573,Labrador,Raul,R.,Idaho,Republican
L000556,LaFalce,John,NaN,New York,Democratic
L000020,Lagomarsino,Robert,J.,California,Republican
L000585,LaHood,Darin,NaN,Illinois,Republican
L000552,LaHood,Ray,NaN,Illinois,Republican
L000578,LaMalfa,Doug,NaN,California,Republican
L000588,Lamb,Conor,NaN,Pennsylvania,Democratic
L000564,Lamborn,Doug,NaN,Colorado,Republican
L000043,Lampson,Nick,NaN,Texas,Democratic
L000045,Lancaster,H.,NaN,North Carolina,Democratic
L000567,Lance,Leonard,NaN,New Jersey,Republican
L000049,Landgrebe,Earl,F.,Indiana,Republican
L000550,Landrieu,Mary,L.,Louisiana,Democratic
L000054,Landrum,Phil,M.,Georgia,Democratic
L000574,Landry,Jeffrey,M.,Louisiana,Republican
L000559,Langevin,James,NaN,Rhode Island,Democratic
L000575,Lankford,James,NaN,Oklahoma,Republican
L000090,Lantos,Tom,NaN,California,Democratic
L000096,Largent,Steve,NaN,Oklahoma,Republican
L000098,LaRocco,Larry,NaN,Idaho,Democratic
L000560,Larsen,Rick,NaN,Washington,Democratic
L000557,Larson,John,B.,Connecticut,Democratic
L000111,Latham,Tom,NaN,Iowa,Republican
L000553,LaTourette,Steven,C.,Ohio,Republican
L000116,Latta,Delbert,L.,Ohio,Republican
L000566,Latta,Robert,E.,Ohio,Republican
L000119,Laughlin,Greg,NaN,Texas,Republican
L000123,Lautenberg,Frank,NaN,New Jersey,Democratic
L000581,Lawrence,Brenda,L.,Michigan,Democratic
L000586,Lawson,"Al,",Jr.,Florida,Democratic
L000148,Laxalt,Paul,D.,Nevada,Republican
L000155,Lazio,Rick,NaN,New York,Republican
L000167,Leach,Claude,Jr.,Louisiana,Democratic
L000169,Leach,James,A.,Iowa,Republican
L000174,Leahy,Patrick,J.,Vermont,Democratic
L000180,Leath,Marvin,NaN,Texas,Democratic
L000547,LeBoutillier,John,NaN,New York,Republican
L000187,Lederer,Raymond,F.,Pennsylvania,Democratic
L000551,Lee,Barbara,NaN,California,Democratic
L000568,Lee,Christopher,NaN,New York,Republican
L000192,Lee,Gary,NaN,New York,Republican
L000577,Lee,Mike,NaN,Utah,Republican
L000590,Lee,Susie,NaN,Nevada,Democratic
L000561,LeFante,Joseph,NaN,New Jersey,Democratic
L000221,Leggett,Robert,L.,California,Democratic
L000225,Lehman,Richard,H.,California,Democratic
L000226,Lehman,William,NaN,Florida,Democratic
L000237,Leland,Mickey,NaN,Texas,Democratic
L000572,LeMieux,George,S.,Florida,Republican
L000243,Lent,Norman,NaN,New York,Republican
L000589,Lesko,Debbie,NaN,Arizona,Republican
L000592,Levin,Andy,NaN,Michigan,Democratic
L000261,Levin,Carl,NaN,Michigan,Democratic
L000593,Levin,Mike,NaN,California,Democratic
L000263,Levin,Sander,M.,Michigan,Democratic
L000264,Levine,Mel,NaN,California,Democratic
L000265,Levitas,Elliott,H.,Georgia,Democratic
L000267,Levy,David,NaN,New York,Republican
L000587,Lewis,Jason,NaN,Minnesota,Republican
L000274,Lewis,Jerry,NaN,California,Republican
L000287,Lewis,John,NaN,Georgia,Democratic
L000293,Lewis,Ron,NaN,Kentucky,Republican
L000295,Lewis,Thomas,F.,Florida,Republican
L000304,Lieberman,Joseph,(Independent,Connecticut,emocrat
L000582,Lieu,Ted,NaN,California,Democratic
L000305,Lightfoot,Jim,NaN,Iowa,Republican
L000035,Lincoln,Blanche,L.,Arkansas,Democratic
L000321,Linder,John,NaN,Georgia,Republican
L000563,Lipinski,Daniel,NaN,Illinois,Democratic
L000342,Lipinski,William,O.,Illinois,Democratic
L000360,Litton,Jerry,NaN,Missouri,Democratic
L000371,Livingston,Bob,NaN,Louisiana,Republican
L000379,Lloyd,James,F.,California,Democratic
L000381,Lloyd,Marilyn,NaN,Tennessee,Democratic
L000554,LoBiondo,Frank,NaN,New Jersey,Republican
L000565,Loebsack,David,NaN,Iowa,Democratic
L000594,Loeffler,Kelly,NaN,Georgia,Republican
L000396,Loeffler,Tom,NaN,Texas,Republican
L000397,Lofgren,Zoe,NaN,California,Democratic
L000576,Long,Billy,NaN,Missouri,Republican
L000411,Long,Cathy,Gillis),Louisiana,Democratic
L000413,Long,Clarence,D.,Maryland,Democratic
L000417,Long,Gillis,W.,Louisiana,Democratic
L000420,Long,Jill,L.,Indiana,Democratic
L000428,Long,Russell,B.,Louisiana,Democratic
L000431,Longley,James,Jr.,Maine,Republican
L000447,Lott,Trent,NaN,Mississippi,Republican
L000583,Loudermilk,Barry,NaN,Georgia,Republican
L000584,Love,Mia,B.,Utah,Republican
L000579,Lowenthal,Alan,S.,California,Democratic
L000479,Lowery,Bill,NaN,California,Republican
L000480,Lowey,Nita,NaN,New York,Democratic
L000486,Lowry,Mike,NaN,Washington,Democratic
L000491,Lucas,Frank,D.,Oklahoma,Republican
L000558,Lucas,Ken,NaN,Kentucky,Democratic
L000569,Luetkemeyer,Blaine,NaN,Missouri,Republican
L000504,Lugar,Richard,G.,Indiana,Republican
L000580,Luja,"Grisham,",NaN,New Mexico,Democratic
L000570,Lujan,Ben,NaN,New Mexico,Democratic
L000506,Lujan,"Manuel,",NaN,New Mexico,Republican
L000507,Luken,Charles,NaN,Ohio,Democratic
L000508,Luken,Thomas,A.,Ohio,Democratic
L000509,Lukens,Donald,E.,Ohio,Republican
L000571,Lummis,Cynthia,M.,Wyoming,Republican
L000516,Lundine,Stanley,NaN,New York,Democratic
L000517,Lungren,Daniel,E.,California,Republican
L000591,Luria,Elaine,G.,Virginia,Democratic
L000521,Luther,Bill,NaN,Minnesota,Democratic
L000562,Lynch,Stephen,F.,Massachusetts,Democratic
M001193,MacArthur,Thomas,NaN,New Jersey,Republican
M000005,Macdonald,Torbert,H.,Massachusetts,Democratic
M000015,Machtley,Ronald,NaN,Rhode Island,Republican
M001155,Mack,Connie,NaN,Florida,Republican
M000019,Mack,"Connie,",III,Florida,Republican
M000023,MacKay,Buddy,NaN,Florida,Democratic
M000039,Madden,Ray,J.,Indiana,Democratic
M000041,Madigan,Edward,R.,Illinois,Republican
M001171,Maffei,Daniel,NaN,New York,Democratic
M000053,Magnuson,Warren,G.,Washington,Democratic
M000058,Maguire,Andrew,NaN,New Jersey,Democratic
M000065,Mahon,George,H.,Texas,Democratic
M001164,Mahoney,Tim,NaN,Florida,Democratic
M000070,Mailliard,William,S.,California,Republican
M001145,Majette,Denise,L.,Georgia,Democratic
M001203,Malinowski,Tom,NaN,New Jersey,Democratic
M000078,Mallary,Richard,W.,Vermont,Republican
M000087,Maloney,Carolyn,NaN,New York,Democratic
M000090,Maloney,James,H.,Connecticut,Democratic
M001185,Maloney,Sean,NaN,New York,Democratic
M001183,Manchin,"Joe,",NaN,West Virginia,Democratic
M000100,Mann,David,NaN,Ohio,Democratic
M000105,Mann,James,NaN,South Carolina,Democratic
M000113,Mansfield,Mike,NaN,Montana,Democratic
M000117,Manton,Thomas,NaN,New York,Democratic
M001138,Manzullo,Donald,A.,Illinois,Republican
M000121,Maraziti,Joseph,NaN,New Jersey,Republican
M001158,Marchant,Kenny,NaN,Texas,Republican
M000129,Margolies-Mezvinsky,Marjorie,NaN,Pennsylvania,Democratic
M001179,Marino,Tom,NaN,Pennsylvania,Republican
M001172,Markey,Betsy,NaN,Colorado,Democratic
M000133,Markey,Edward,J.,Massachusetts,Democratic
M000136,Marks,Marc,L.,Pennsylvania,Republican
M000139,Marlenee,Ron,NaN,Montana,Republican
M000143,Marriott,David,Daniel,Utah,Republican
M001146,Marshall,Jim,NaN,Georgia,Democratic
M001198,Marshall,Roger,W.,Kansas,Republican
M000174,Martin,David,NaN,New York,Republican
M000175,Martin,David,T.,Nebraska,Republican
M000183,Martin,James,NaN,North Carolina,Republican
M000195,Martin,Lynn,M.,Illinois,Republican
M000206,Martinez,Matthew,G.,California,Republican
M001162,Martinez,Mel,NaN,Florida,Republican
